Letter,Thumb,Index,Middle,Ring,Pinky
A,0.428,0.121,0.202,0.297,0.171
A,0.447,0.135,0.255,0.322,0.193
A,0.446,0.127,0.253,0.316,0.194
A,0.452,0.138,0.247,0.324,0.184
A,0.454,0.127,0.243,0.322,0.172
A,0.433,0.131,0.260,0.325,0.187
A,0.446,0.146,0.268,0.339,0.197
A,0.451,0.129,0.247,0.323,0.189
A,0.429,0.136,0.259,0.334,0.201
A,0.453,0.133,0.254,0.328,0.188
A,0.430,0.142,0.255,0.336,0.190
A,0.427,0.142,0.228,0.323,0.204
A,0.438,0.133,0.245,0.314,0.198
A,0.445,0.131,0.259,0.318,0.207
A,0.447,0.123,0.258,0.331,0.193
A,0.446,0.136,0.243,0.346,0.201
A,0.450,0.139,0.232,0.359,0.219
A,0.404,0.120,0.247,0.359,0.210
A,0.412,0.142,0.270,0.353,0.228
A,0.431,0.140,0.284,0.350,0.219
A,0.450,0.139,0.270,0.361,0.212
A,0.422,0.141,0.280,0.362,0.222
A,0.407,0.122,0.292,0.367,0.226
A,0.400,0.130,0.284,0.331,0.225
A,0.377,0.123,0.270,0.353,0.206
A,0.422,0.142,0.296,0.323,0.219
A,0.412,0.125,0.284,0.363,0.219
A,0.430,0.127,0.297,0.359,0.219
A,0.427,0.112,0.284,0.369,0.224
A,0.425,0.103,0.271,0.355,0.202
A,0.400,0.107,0.258,0.333,0.199
A,0.434,0.114,0.250,0.322,0.208
A,0.423,0.123,0.289,0.366,0.246
A,0.446,0.068,0.172,0.246,0.186
A,0.444,0.110,0.265,0.348,0.219
A,0.456,0.114,0.271,0.363,0.219
A,0.451,0.116,0.276,0.350,0.214
A,0.451,0.098,0.279,0.348,0.217
A,0.441,0.103,0.253,0.355,0.226
A,0.447,0.134,0.274,0.348,0.238
A,0.421,0.116,0.264,0.325,0.231
A,0.435,0.096,0.266,0.328,0.219
A,0.427,0.090,0.276,0.333,0.214
A,0.472,0.093,0.225,0.306,0.193
A,0.452,0.123,0.271,0.334,0.223
A,0.423,0.124,0.273,0.330,0.225
A,0.430,0.116,0.270,0.322,0.193
A,0.424,0.119,0.271,0.322,0.211
A,0.440,0.112,0.243,0.333,0.205
A,0.434,0.102,0.243,0.310,0.184
A,0.441,0.105,0.244,0.305,0.190
A,0.388,0.098,0.230,0.311,0.205
A,0.426,0.117,0.235,0.321,0.192
A,0.362,0.093,0.227,0.292,0.199
A,0.403,0.118,0.266,0.318,0.182
A,0.457,0.114,0.245,0.326,0.193
A,0.442,0.128,0.235,0.301,0.168
A,0.442,0.131,0.247,0.313,0.168
B,0.131,0.387,0.569,0.462,0.373
B,0.142,0.359,0.538,0.442,0.375
B,0.121,0.352,0.554,0.446,0.373
B,0.135,0.359,0.550,0.450,0.372
B,0.135,0.367,0.552,0.445,0.355
B,0.146,0.352,0.464,0.449,0.365
B,0.176,0.365,0.554,0.449,0.361
B,0.129,0.352,0.554,0.450,0.365
B,0.120,0.337,0.472,0.454,0.361
B,0.117,0.343,0.480,0.459,0.363
B,0.134,0.360,0.525,0.455,0.369
B,0.147,0.366,0.529,0.455,0.364
B,0.141,0.363,0.528,0.454,0.356
B,0.149,0.362,0.539,0.450,0.366
B,0.146,0.365,0.525,0.450,0.368
B,0.147,0.360,0.530,0.447,0.364
B,0.144,0.344,0.530,0.452,0.363
B,0.137,0.334,0.526,0.452,0.354
B,0.162,0.361,0.521,0.446,0.362
B,0.183,0.330,0.526,0.457,0.368
B,0.093,0.247,0.488,0.448,0.354
B,0.168,0.363,0.529,0.446,0.374
B,0.191,0.378,0.530,0.451,0.366
B,0.193,0.403,0.549,0.464,0.381
B,0.189,0.388,0.553,0.459,0.375
B,0.218,0.401,0.527,0.456,0.374
B,0.212,0.405,0.533,0.454,0.373
B,0.218,0.394,0.525,0.459,0.359
B,0.188,0.396,0.542,0.461,0.370
B,0.189,0.384,0.534,0.455,0.378
B,0.192,0.384,0.505,0.449,0.375
B,0.175,0.359,0.516,0.452,0.361
B,0.166,0.370,0.521,0.456,0.367
B,0.206,0.376,0.529,0.455,0.368
B,0.206,0.378,0.534,0.460,0.372
B,0.219,0.376,0.518,0.450,0.400
B,0.198,0.370,0.514,0.451,0.374
B,0.165,0.348,0.513,0.454,0.375
B,0.113,0.334,0.464,0.460,0.376
B,0.112,0.275,0.454,0.468,0.367
B,0.142,0.350,0.481,0.459,0.373
B,0.162,0.335,0.504,0.457,0.374
B,0.173,0.376,0.525,0.453,0.382
B,0.193,0.373,0.516,0.453,0.377
B,0.167,0.374,0.529,0.454,0.376
B,0.156,0.346,0.507,0.459,0.384
B,0.168,0.345,0.503,0.447,0.374
B,0.185,0.374,0.488,0.440,0.372
B,0.180,0.364,0.508,0.453,0.373
B,0.147,0.343,0.496,0.450,0.373
B,0.156,0.355,0.497,0.451,0.372
B,0.130,0.301,0.427,0.451,0.372
B,0.233,0.372,0.497,0.440,0.372
B,0.216,0.372,0.508,0.454,0.379
B,0.192,0.367,0.521,0.465,0.369
B,0.187,0.357,0.500,0.448,0.374
B,0.172,0.357,0.533,0.470,0.381
B,0.184,0.348,0.500,0.450,0.376
C,0.469,0.199,0.309,0.388,0.330
C,0.382,0.219,0.297,0.374,0.337
C,0.323,0.168,0.268,0.326,0.283
C,0.326,0.168,0.226,0.304,0.299
C,0.314,0.182,0.180,0.346,0.320
C,0.389,0.194,0.283,0.323,0.317
C,0.441,0.218,0.295,0.334,0.342
C,0.400,0.206,0.202,0.351,0.313
C,0.454,0.231,0.230,0.396,0.348
C,0.400,0.254,0.323,0.405,0.361
C,0.397,0.180,0.341,0.388,0.342
C,0.363,0.181,0.215,0.349,0.330
C,0.389,0.219,0.333,0.374,0.333
C,0.399,0.193,0.363,0.397,0.349
C,0.425,0.233,0.370,0.388,0.327
C,0.361,0.214,0.348,0.372,0.321
C,0.397,0.236,0.360,0.372,0.313
C,0.354,0.243,0.349,0.373,0.323
C,0.371,0.206,0.321,0.380,0.322
C,0.395,0.218,0.356,0.379,0.347
C,0.437,0.295,0.407,0.451,0.372
C,0.439,0.260,0.374,0.412,0.354
C,0.440,0.239,0.320,0.388,0.347
C,0.424,0.259,0.366,0.438,0.356
C,0.449,0.249,0.396,0.439,0.353
C,0.430,0.253,0.361,0.400,0.345
C,0.423,0.241,0.395,0.401,0.349
C,0.438,0.259,0.374,0.412,0.351
C,0.404,0.334,0.463,0.475,0.362
C,0.431,0.226,0.322,0.397,0.349
C,0.410,0.310,0.452,0.472,0.362
C,0.464,0.258,0.361,0.460,0.362
C,0.448,0.256,0.464,0.430,0.373
C,0.451,0.191,0.309,0.348,0.319
C,0.436,0.226,0.359,0.440,0.351
C,0.412,0.255,0.359,0.451,0.348
C,0.361,0.200,0.350,0.401,0.348
C,0.400,0.225,0.349,0.401,0.344
C,0.412,0.245,0.380,0.410,0.348
C,0.400,0.229,0.350,0.410,0.341
C,0.391,0.232,0.327,0.391,0.328
C,0.412,0.227,0.332,0.374,0.337
C,0.400,0.170,0.298,0.375,0.325
C,0.389,0.219,0.351,0.396,0.335
C,0.412,0.197,0.315,0.362,0.313
C,0.379,0.228,0.365,0.402,0.335
C,0.393,0.198,0.320,0.371,0.322
C,0.398,0.219,0.348,0.399,0.347
C,0.421,0.216,0.383,0.425,0.343
C,0.411,0.252,0.399,0.438,0.350
C,0.402,0.268,0.403,0.446,0.349
C,0.425,0.259,0.405,0.459,0.345
C,0.425,0.233,0.386,0.412,0.339
C,0.440,0.245,0.400,0.411,0.347
C,0.430,0.201,0.383,0.391,0.357
C,0.351,0.219,0.337,0.383,0.347
C,0.374,0.185,0.305,0.336,0.318
C,0.380,0.169,0.307,0.336,0.309
C,0.341,0.185,0.311,0.367,0.336
C,0.337,0.193,0.312,0.374,0.322
C,0.397,0.197,0.297,0.312,0.293
C,0.379,0.184,0.337,0.380,0.354
C,0.422,0.217,0.360,0.375,0.340
C,0.375,0.185,0.298,0.370,0.344
D,0.190,0.409,0.249,0.276,0.174
D,0.334,0.446,0.284,0.272,0.245
D,0.362,0.442,0.362,0.341,0.305
D,0.374,0.434,0.379,0.364,0.318
D,0.396,0.429,0.376,0.374,0.302
D,0.222,0.449,0.230,0.305,0.275
D,0.253,0.401,0.281,0.326,0.302
D,0.286,0.350,0.304,0.326,0.309
D,0.280,0.394,0.296,0.322,0.306
D,0.176,0.386,0.249,0.295,0.293
D,0.181,0.376,0.245,0.307,0.297
D,0.180,0.310,0.239,0.288,0.283
D,0.171,0.407,0.243,0.278,0.280
D,0.153,0.356,0.237,0.288,0.288
D,0.186,0.388,0.247,0.289,0.286
D,0.222,0.405,0.239,0.311,0.297
D,0.210,0.400,0.271,0.315,0.312
D,0.204,0.401,0.241,0.297,0.308
D,0.207,0.359,0.246,0.303,0.285
D,0.228,0.378,0.271,0.317,0.295
D,0.193,0.370,0.252,0.294,0.290
D,0.227,0.409,0.259,0.334,0.315
D,0.241,0.404,0.264,0.317,0.314
D,0.330,0.454,0.271,0.362,0.334
D,0.206,0.395,0.235,0.313,0.302
D,0.160,0.405,0.172,0.228,0.192
D,0.139,0.374,0.207,0.262,0.206
D,0.159,0.375,0.211,0.261,0.259
D,0.219,0.430,0.285,0.322,0.291
D,0.197,0.428,0.238,0.309,0.295
D,0.195,0.397,0.217,0.297,0.271
D,0.155,0.397,0.245,0.296,0.264
D,0.291,0.455,0.267,0.366,0.302
D,0.189,0.431,0.263,0.311,0.295
D,0.188,0.403,0.226,0.311,0.268
D,0.153,0.425,0.235,0.297,0.271
D,0.193,0.425,0.231,0.301,0.282
D,0.206,0.412,0.247,0.310,0.292
D,0.201,0.402,0.261,0.323,0.289
D,0.192,0.410,0.240,0.323,0.284
D,0.142,0.395,0.218,0.284,0.251
D,0.156,0.388,0.218,0.296,0.263
D,0.122,0.324,0.231,0.288,0.254
D,0.243,0.459,0.267,0.352,0.299
D,0.214,0.407,0.253,0.341,0.297
D,0.262,0.464,0.259,0.359,0.309
D,0.207,0.451,0.256,0.321,0.297
D,0.268,0.453,0.310,0.374,0.315
D,0.210,0.391,0.245,0.341,0.297
D,0.143,0.381,0.219,0.281,0.178
D,0.167,0.412,0.247,0.297,0.218
D,0.164,0.405,0.249,0.276,0.235
D,0.181,0.439,0.260,0.342,0.247
D,0.103,0.392,0.210,0.255,0.177
E,0.102,0.091,0.142,0.214,0.172
E,0.085,0.068,0.126,0.185,0.136
E,0.135,0.046,0.157,0.232,0.160
E,0.096,0.052,0.140,0.197,0.168
E,0.230,0.065,0.162,0.265,0.160
E,0.109,0.114,0.143,0.214,0.176
E,0.112,0.090,0.151,0.208,0.095
E,0.190,0.068,0.174,0.296,0.117
E,0.219,0.050,0.176,0.263,0.143
E,0.103,0.082,0.160,0.196,0.101
E,0.116,0.067,0.168,0.263,0.142
E,0.164,0.060,0.156,0.264,0.118
E,0.101,0.105,0.168,0.228,0.158
E,0.113,0.077,0.168,0.283,0.159
E,0.168,0.093,0.145,0.247,0.130
E,0.167,0.099,0.181,0.263,0.155
E,0.121,0.079,0.168,0.264,0.168
E,0.150,0.079,0.165,0.266,0.169
E,0.131,0.066,0.165,0.271,0.179
E,0.120,0.067,0.183,0.267,0.167
E,0.131,0.052,0.162,0.254,0.185
E,0.131,0.063,0.160,0.256,0.176
E,0.163,0.077,0.186,0.270,0.178
E,0.176,0.081,0.150,0.247,0.167
E,0.173,0.096,0.144,0.232,0.091
E,0.170,0.084,0.170,0.258,0.168
E,0.190,0.086,0.167,0.259,0.199
E,0.252,0.087,0.156,0.259,0.142
E,0.146,0.070,0.172,0.262,0.185
E,0.172,0.094,0.154,0.245,0.138
E,0.157,0.085,0.165,0.256,0.186
E,0.222,0.078,0.146,0.239,0.131
E,0.139,0.078,0.147,0.267,0.181
E,0.164,0.116,0.166,0.168,0.185
E,0.157,0.114,0.159,0.252,0.174
E,0.192,0.116,0.162,0.243,0.178
E,0.142,0.090,0.168,0.245,0.176
E,0.210,0.095,0.165,0.245,0.127
E,0.181,0.112,0.176,0.250,0.189
E,0.239,0.115,0.181,0.217,0.090
E,0.204,0.089,0.170,0.198,0.181
E,0.172,0.073,0.147,0.206,0.114
E,0.119,0.089,0.154,0.273,0.212
E,0.133,0.082,0.136,0.220,0.151
E,0.122,0.091,0.147,0.236,0.167
E,0.178,0.143,0.173,0.255,0.112
E,0.158,0.108,0.156,0.265,0.180
E,0.243,0.090,0.165,0.222,0.086
E,0.193,0.094,0.168,0.284,0.163
E,0.258,0.091,0.168,0.263,0.117
E,0.132,0.083,0.158,0.259,0.082
E,0.155,0.078,0.168,0.246,0.164
E,0.166,0.081,0.160,0.262,0.160
E,0.197,0.053,0.168,0.243,0.100
E,0.249,0.086,0.168,0.213,0.155
E,0.197,0.099,0.162,0.256,0.165
E,0.219,0.094,0.149,0.227,0.079
F,0.222,0.182,0.572,0.494,0.336
F,0.297,0.214,0.572,0.496,0.354
F,0.294,0.204,0.535,0.452,0.399
F,0.296,0.219,0.529,0.456,0.381
F,0.322,0.185,0.500,0.466,0.378
F,0.295,0.219,0.542,0.456,0.395
F,0.274,0.218,0.529,0.450,0.388
F,0.301,0.224,0.537,0.459,0.392
F,0.314,0.209,0.534,0.457,0.391
F,0.218,0.163,0.503,0.462,0.389
F,0.203,0.170,0.515,0.464,0.374
F,0.301,0.178,0.528,0.468,0.396
F,0.269,0.172,0.543,0.467,0.401
F,0.243,0.184,0.534,0.470,0.400
F,0.193,0.160,0.554,0.469,0.401
F,0.190,0.116,0.479,0.469,0.385
F,0.245,0.196,0.533,0.465,0.377
F,0.232,0.143,0.544,0.468,0.388
F,0.193,0.151,0.524,0.468,0.378
F,0.249,0.188,0.544,0.467,0.388
F,0.261,0.210,0.550,0.455,0.389
F,0.242,0.186,0.547,0.457,0.395
F,0.187,0.173,0.508,0.464,0.392
F,0.236,0.193,0.495,0.466,0.389
F,0.175,0.131,0.486,0.465,0.363
F,0.307,0.264,0.500,0.466,0.385
F,0.301,0.224,0.531,0.468,0.375
F,0.285,0.222,0.425,0.459,0.382
F,0.276,0.217,0.489,0.464,0.388
F,0.272,0.230,0.529,0.464,0.380
F,0.273,0.235,0.468,0.453,0.387
F,0.374,0.249,0.564,0.498,0.396
F,0.182,0.185,0.579,0.475,0.396
F,0.207,0.181,0.545,0.464,0.398
F,0.173,0.182,0.558,0.467,0.392
F,0.166,0.175,0.553,0.466,0.400
F,0.197,0.194,0.546,0.464,0.398
F,0.209,0.201,0.512,0.463,0.399
F,0.193,0.189,0.517,0.463,0.397
F,0.176,0.179,0.510,0.463,0.396
F,0.219,0.209,0.541,0.460,0.401
F,0.208,0.217,0.478,0.460,0.394
F,0.146,0.153,0.425,0.457,0.380
F,0.156,0.181,0.463,0.455,0.376
F,0.133,0.176,0.496,0.454,0.379
F,0.085,0.135,0.496,0.451,0.374
F,0.117,0.168,0.512,0.451,0.367
F,0.139,0.175,0.499,0.455,0.367
F,0.132,0.159,0.503,0.451,0.372
F,0.139,0.173,0.472,0.454,0.379
F,0.160,0.151,0.521,0.464,0.391
F,0.160,0.151,0.521,0.464,0.391
F,0.069,0.151,0.604,0.475,0.374
F,0.116,0.170,0.580,0.464,0.387
F,0.116,0.156,0.555,0.451,0.361
F,0.172,0.199,0.576,0.462,0.396
F,0.191,0.230,0.573,0.459,0.397
F,0.159,0.193,0.606,0.463,0.398
G,0.427,0.388,0.172,0.215,0.189
G,0.434,0.357,0.168,0.219,0.202
G,0.472,0.334,0.172,0.209,0.194
G,0.500,0.322,0.167,0.189,0.176
G,0.451,0.351,0.170,0.206,0.202
G,0.446,0.374,0.181,0.223,0.217
G,0.494,0.383,0.170,0.220,0.206
G,0.481,0.374,0.181,0.210,0.194
G,0.477,0.431,0.179,0.210,0.196
G,0.495,0.424,0.179,0.223,0.206
G,0.489,0.355,0.169,0.212,0.206
G,0.455,0.428,0.168,0.208,0.196
G,0.474,0.400,0.162,0.196,0.201
G,0.475,0.438,0.179,0.201,0.196
G,0.477,0.401,0.189,0.193,0.205
G,0.459,0.372,0.235,0.258,0.202
G,0.479,0.425,0.276,0.246,0.207
G,0.476,0.447,0.157,0.193,0.169
G,0.477,0.412,0.172,0.197,0.195
G,0.488,0.400,0.170,0.197,0.199
G,0.488,0.412,0.157,0.193,0.196
G,0.462,0.360,0.156,0.198,0.193
G,0.438,0.438,0.167,0.193,0.185
G,0.498,0.388,0.146,0.164,0.181
G,0.501,0.355,0.155,0.185,0.152
G,0.449,0.425,0.181,0.211,0.205
G,0.477,0.421,0.151,0.189,0.193
G,0.503,0.430,0.157,0.189,0.193
G,0.502,0.457,0.146,0.191,0.201
G,0.496,0.395,0.168,0.234,0.194
G,0.499,0.405,0.159,0.201,0.194
G,0.491,0.457,0.168,0.219,0.217
G,0.486,0.434,0.168,0.206,0.205
G,0.496,0.401,0.167,0.211,0.201
G,0.492,0.408,0.146,0.193,0.197
G,0.487,0.344,0.160,0.193,0.205
G,0.492,0.369,0.154,0.201,0.204
G,0.495,0.396,0.153,0.210,0.209
G,0.483,0.427,0.160,0.204,0.205
G,0.505,0.442,0.168,0.215,0.204
G,0.497,0.446,0.168,0.206,0.219
G,0.496,0.411,0.168,0.197,0.219
G,0.481,0.403,0.164,0.189,0.202
G,0.485,0.430,0.146,0.182,0.170
G,0.495,0.402,0.158,0.187,0.205
G,0.481,0.412,0.155,0.209,0.185
G,0.503,0.442,0.158,0.218,0.203
G,0.484,0.456,0.143,0.189,0.216
G,0.511,0.412,0.155,0.138,0.206
G,0.497,0.437,0.147,0.215,0.205
G,0.401,0.454,0.151,0.224,0.209
G,0.457,0.464,0.142,0.201,0.175
G,0.462,0.439,0.156,0.195,0.180
G,0.468,0.374,0.156,0.214,0.193
G,0.450,0.378,0.155,0.199,0.169
G,0.464,0.428,0.143,0.233,0.186
G,0.464,0.423,0.155,0.211,0.168
G,0.453,0.387,0.171,0.209,0.175
G,0.387,0.451,0.191,0.236,0.211
H,0.113,0.446,0.617,0.295,0.201
H,0.114,0.454,0.623,0.341,0.190
H,0.235,0.469,0.626,0.324,0.279
H,0.259,0.451,0.631,0.300,0.219
H,0.150,0.412,0.595,0.327,0.210
H,0.201,0.354,0.546,0.322,0.222
H,0.153,0.390,0.567,0.308,0.177
H,0.150,0.363,0.587,0.270,0.176
H,0.147,0.463,0.567,0.282,0.204
H,0.311,0.409,0.581,0.280,0.222
H,0.280,0.348,0.496,0.295,0.169
H,0.138,0.425,0.550,0.308,0.217
H,0.131,0.455,0.597,0.320,0.210
H,0.105,0.460,0.604,0.297,0.162
H,0.156,0.412,0.545,0.288,0.181
H,0.153,0.425,0.552,0.301,0.211
H,0.239,0.459,0.575,0.305,0.235
H,0.189,0.409,0.584,0.325,0.202
H,0.285,0.439,0.589,0.284,0.207
H,0.139,0.442,0.602,0.239,0.155
H,0.218,0.446,0.596,0.258,0.162
H,0.183,0.474,0.596,0.234,0.153
H,0.245,0.443,0.581,0.268,0.185
H,0.302,0.378,0.567,0.208,0.223
H,0.184,0.322,0.579,0.271,0.226
H,0.271,0.441,0.560,0.299,0.243
H,0.297,0.355,0.579,0.254,0.208
H,0.186,0.412,0.573,0.272,0.241
H,0.114,0.434,0.588,0.282,0.206
H,0.103,0.425,0.562,0.271,0.253
H,0.116,0.429,0.593,0.239,0.225
H,0.116,0.436,0.573,0.277,0.271
H,0.157,0.367,0.556,0.281,0.252
H,0.123,0.339,0.526,0.268,0.245
H,0.157,0.436,0.557,0.296,0.245
H,0.111,0.425,0.606,0.270,0.255
H,0.168,0.403,0.585,0.293,0.284
H,0.125,0.425,0.554,0.262,0.262
H,0.112,0.425,0.591,0.289,0.171
H,0.108,0.369,0.586,0.298,0.193
H,0.143,0.412,0.439,0.307,0.236
H,0.118,0.305,0.554,0.330,0.284
H,0.136,0.399,0.572,0.309,0.230
H,0.139,0.357,0.580,0.323,0.243
H,0.098,0.310,0.579,0.295,0.254
H,0.108,0.425,0.584,0.347,0.239
H,0.168,0.454,0.582,0.193,0.232
H,0.144,0.395,0.595,0.206,0.183
H,0.206,0.463,0.606,0.193,0.222
H,0.258,0.425,0.608,0.258,0.203
H,0.143,0.454,0.603,0.230,0.164
H,0.168,0.438,0.600,0.208,0.206
H,0.121,0.451,0.606,0.223,0.209
H,0.142,0.459,0.580,0.213,0.183
H,0.108,0.447,0.604,0.288,0.272
H,0.297,0.459,0.603,0.281,0.241
H,0.103,0.422,0.594,0.304,0.312
H,0.155,0.424,0.602,0.262,0.236
I,0.114,0.035,0.147,0.296,0.374
I,0.116,0.039,0.156,0.297,0.373
I,0.154,0.049,0.163,0.297,0.376
I,0.311,0.106,0.225,0.291,0.374
I,0.116,0.062,0.156,0.181,0.354
I,0.106,0.066,0.153,0.215,0.359
I,0.124,0.052,0.152,0.207,0.372
I,0.146,0.053,0.167,0.249,0.381
I,0.208,0.073,0.193,0.262,0.375
I,0.283,0.078,0.219,0.273,0.374
I,0.245,0.095,0.179,0.280,0.390
I,0.288,0.074,0.188,0.273,0.383
I,0.095,0.061,0.188,0.226,0.391
I,0.153,0.052,0.176,0.264,0.395
I,0.117,0.060,0.175,0.275,0.387
I,0.066,0.064,0.183,0.237,0.389
I,0.094,0.060,0.177,0.230,0.395
I,0.131,0.065,0.177,0.245,0.366
I,0.050,0.073,0.172,0.212,0.372
I,0.128,0.065,0.176,0.272,0.382
I,0.131,0.076,0.179,0.230,0.392
I,0.118,0.077,0.181,0.245,0.391
I,0.103,0.060,0.193,0.244,0.375
I,0.143,0.060,0.182,0.249,0.383
I,0.113,0.065,0.185,0.243,0.388
I,0.230,0.117,0.243,0.314,0.396
I,0.181,0.085,0.212,0.276,0.372
I,0.173,0.070,0.193,0.295,0.400
I,0.120,0.066,0.173,0.235,0.392
I,0.139,0.081,0.204,0.258,0.389
I,0.118,0.098,0.203,0.245,0.368
I,0.197,0.086,0.224,0.297,0.389
I,0.168,0.094,0.206,0.256,0.409
I,0.113,0.069,0.179,0.230,0.387
I,0.052,0.076,0.183,0.193,0.389
I,0.085,0.056,0.156,0.218,0.383
I,0.102,0.066,0.182,0.222,0.388
I,0.076,0.072,0.181,0.221,0.394
I,0.103,0.088,0.173,0.276,0.388
I,0.123,0.081,0.219,0.317,0.387
I,0.093,0.074,0.206,0.267,0.396
I,0.096,0.072,0.193,0.252,0.393
I,0.096,0.080,0.214,0.255,0.385
I,0.118,0.090,0.189,0.293,0.374
I,0.153,0.077,0.204,0.312,0.396
I,0.096,0.072,0.193,0.252,0.393
I,0.096,0.080,0.214,0.255,0.385
I,0.118,0.090,0.189,0.293,0.374
I,0.153,0.077,0.204,0.312,0.396
I,0.107,0.079,0.144,0.213,0.392
I,0.151,0.079,0.172,0.230,0.376
I,0.217,0.116,0.228,0.297,0.399
I,0.121,0.070,0.201,0.255,0.382
I,0.080,0.088,0.186,0.234,0.374
I,0.133,0.090,0.176,0.283,0.381
I,0.172,0.064,0.168,0.215,0.401
I,0.143,0.068,0.182,0.215,0.404
I,0.171,0.060,0.193,0.227,0.374